A;B;lat;long;id;date;category;location;mode;price;antigüedad;area Costruida;area privada;valor arriendo;valor administracion;parqueaderos;Habitaciones;baños;estrato
581;145;62.488.775;-7.561.228;12777-M2994849;24/07/2021;Casa;La America;Arriendo;$ 2.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida140 m²'; 'Área privada140 m²'; 'Valor arriendo$2.000.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños';" '4Estrato']"""
582;145;6.199.349;-7.557.092;687-M2721629;19/06/2021;Casa;EL POBLADO;Arriendo;$ 3.400.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$3.400.000';; 'Parqueaderos2'; '4Habitaciones'; '4Baños';" '6Estrato']"""
583;145;6.199.432;-755.523;2895-M2387701;23/08/2021;Casa;EL POBLADO EL TESORO;Arriendo;$ 6.600.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida477 m²'; 'Área privada477 m²'; 'Valor arriendo$6.600.000';; 'Parqueaderos1'; '4Habitaciones'; '4Baños';" '6Estrato']"""
584;145;621.686;-7.556.089;11397-M3071236;22/09/2021;Casa;Las Palmas;Arriendo;$ 6.000.000; 'AntigüedadMás de 20 años'; 'Área construida296 m²'; 'Área privada296 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos2'; '5Habitaciones'; '5Baños'; '6Estrato'
585;146;6.184.129;-75.577.675;525-3120012;19/06/2021;Casa;y Arriendo, URBANIZACION FUENTES DE ZUÑIGA;Venta y Arriendo;$ 2.000.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida390 m²'; 'Área privada390 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos3'; '5Habitaciones'; '4Baños';" '6Estrato']"""
586;146;620.876;;11167-M2859685;24/07/2021;Casa;Patio Bonito;Arriendo;$ 2.500.000; 'AntigüedadMás de 20 años'; 'Área construida104 m²'; 'Área privada104 m²'; 'Valor arriendo$2.500.000';; 'Parqueaderos1'; '2Habitaciones'; '2Baños';" '6Estrato']"""
587;146;62.132.945;-7.557.137;525-3160173;23/08/2021;Casa;MANILA;Arriendo;$ 6.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida225 m²'; 'Área privada225 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos1'; '5Habitaciones'; '4Baños';" '4Estrato']"""
588;146;6.214.343;-7.557.178;2895-M2123168;22/09/2021;Casa;BELEN MALIBU;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida270 m²'; 'Área privada270 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '3Habitaciones'; '3Baños'; '4Estrato'
589;147;6.245.795;-7.559.714;82-M2151996;19/06/2021;Casa;y Arriendo, LAURELES;Venta y Arriendo;$ 2.250.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$25.000.000';;; '5Habitaciones'; '5Baños';" '5Estrato']"""
590;147;6.249.836;-7.559.464;2264-19180;23/08/2021;Casa;EL VELÓDROMO;Arriendo;$ 1.550.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida104 m²'; 'Área privada104 m²'; 'Valor arriendo$1.550.000';;; '3Habitaciones'; '2Baños';" '5Estrato']"""
591;147;62.639.747;-7.559.973;2895-2594389;24/07/2021;Casa;CALASANZ;Arriendo;$ 3.500.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida350 m²'; 'Área privada350 m²'; 'Valor arriendo$3.500.000';;; '1Habitaciones';;" '5Estrato']"""
592;147;626.271;-7.556.156;11390-M2993222;22/09/2021;Casa;Prado;Arriendo;$ 1.400.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida90 m²'; 'Área privada90 m²'; 'Valor arriendo$1.400.000';;; '4Habitaciones'; '2Baños'; '4Estrato'
593;148;62.577;-7.560.283;11397-A1533;24/07/2021;Casa;Santa Lucia;Arriendo;$ 2.200.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$2.200.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños';" '4Estrato']"""
594;148;62.160.683;-7.556.984;687-M2247326;23/08/2021;Casa;Poblado;Arriendo;$ 3.550.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida186 m²'; 'Área privada186 m²'; 'Valor arriendo$3.550.000';; 'Parqueaderos2'; '4Habitaciones'; '4Baños';" '6Estrato']"""
595;148;6.254.975;-75.601.105;2511-734;19/06/2021;Casa;FLORESTA;Arriendo;$ 5.500.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida300 m²'; 'Área privada300 m²'; 'Valor arriendo$5.500.000';;; '5Habitaciones'; '5Baños';" '4Estrato']"""
596;148;6.258.597;-7.559.295;2264-43294;22/09/2021;Casa;ESTADIO;Arriendo;$ 4.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida240 m²'; 'Área privada240 m²'; 'Valor arriendo$4.500.000';;; '5Habitaciones'; '4Baños'; '5Estrato'
597;149;0;0;687-M1938542;23/08/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 1.200.000.000; 'AntigüedadMás de 20 años'; 'Área construida280 m²'; 'Área privada280 m²'; 'Valor arriendo$4.700.000'; 'Valor administración$650.000'; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
598;149;61.769.457;-7.557.044;11224-3598976;19/06/2021;Casa;Benedictinos;Arriendo;$ 6.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida320 m²'; 'Área privada320 m²'; 'Valor arriendo$6.300.000';; 'Parqueaderos4'; '4Habitaciones'; '4Baños';" '6Estrato']"""
599;149;62.343.345;-7.559.438;727-M2898797;24/07/2021;Casa;Belen;Arriendo;$ 4.200.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida240 m²'; 'Área privada240 m²'; 'Valor arriendo$4.200.000';;; '3Habitaciones'; '2Baños';" '5Estrato']"""
600;149;624.634;-7.560.819;11397-M3002517;22/09/2021;Casa;Simon Bolivar;Arriendo;$ 4.200.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida295 m²'; 'Área privada295 m²'; 'Valor arriendo$4.200.000';; 'Parqueaderos2'; '5Habitaciones'; '3Baños'; '4Estrato'
601;150;618.672;-7.556.922;4229-M2957623;24/07/2021;Casa;San Lucas;Arriendo;$ 6.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida340 m²'; 'Área privada340 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos3'; '3Habitaciones'; '4Baños';" '6Estrato']"""
602;150;6.210.058;-7.557.343;687-M2721750;19/06/2021;Casa;EL POBLADO;Arriendo;$ 7.700.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida330 m²'; 'Área privada330 m²'; 'Valor arriendo$7.700.000';; 'Parqueaderos2'; '5Habitaciones'; '2Baños';" '6Estrato']"""
603;150;62.373.724;-755.923;727-923;23/08/2021;Casa;Belen;Arriendo;$ 3.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida190 m²'; 'Área privada190 m²'; 'Valor arriendo$3.000.000';;; '4Habitaciones'; '3Baños';" '5Estrato']"""
604;150;6.202.363;-75.566;5136-24968;22/09/2021;Casa;Poblado;Arriendo;$ 14.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida450 m²'; 'Área privada450 m²'; 'Valor arriendo$14.000.000';; 'Parqueaderos2'; '4Habitaciones'; '5Baños'; '6Estrato'
605;151;623.988;-7.558.698;849-3338209;24/07/2021;Casa;Laureles;Arriendo;$ 1.680.000; 'AntigüedadMás de 20 años'; 'Área construida40 m²'; 'Área privada40 m²'; 'Valor arriendo$1.680.000';; 'Parqueaderos2'; '1Habitaciones'; '1Baños';" '5Estrato']"""
606;151;61.784.606;-7.554.401;687-M2532733;19/06/2021;Casa;EL POBLADO;Arriendo;$ 5.800.000; 'AntigüedadMás de 20 años'; 'Área construida350 m²'; 'Área privada350 m²'; 'Valor arriendo$5.800.000';; 'Parqueaderos4'; '3Habitaciones'; '5Baños';" '6Estrato']"""
607;151;6.215.208;-7.556.294;2264-42441;23/08/2021;Casa;LAS LOMAS;Arriendo;$ 10.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida600 m²'; 'Área privada848 m²'; 'Valor arriendo$10.000.000';;; '1Habitaciones'; '4Baños';" '6Estrato']"""
608;151;6.267.069;-7.555.749;11390-a2009;22/09/2021;Casa;Campo Valdes;Arriendo;$ 800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida107 m²'; 'Área privada107 m²'; 'Valor arriendo$800.000';;; '3Habitaciones'; '1Baños'; '3Estrato'
609;152;624.764;-7.556.582;11392-A4005;19/06/2021;Casa;Estadio;Arriendo;$ 2.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$2.300.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '5Estrato']"""
610;152;6.269.142;-7.559.482;2895-1375786;23/08/2021;Casa;LOS COLORES;Arriendo;$ 3.200.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$3.200.000';; 'Parqueaderos2'; '5Habitaciones'; '4Baños';" '5Estrato']"""
611;152;625.653;3;11166-M2996939;24/07/2021;Casa;Floresta;Arriendo;$ 2.200.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida95 m²'; 'Área privada95 m²'; 'Valor arriendo$2.200.000';; 'Parqueaderos1'; '3Habitaciones'; '3Baños';" '4Estrato']"""
612;152;61.977.253;-7.555.735;2364-15354;22/09/2021;Casa;El Tesoro;Arriendo;$ 8.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida380 m²'; 'Área privada450 m²'; 'Valor arriendo$8.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños'; '6Estrato'
613;153;62.240.543;-7.556.078;687-M2765573;24/07/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 395.000.000; 'AntigüedadMás de 20 años'; 'Área construida120 m²'; 'Área privada120 m²'; 'Valor arriendo$2.100.000'; 'Valor administración$280.000'; 'Parqueaderos1'; '4Habitaciones'; '3Baños';" '6Estrato']"""
614;153;6.198.583;-7.555.863;687-M2435913;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 1.780.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida376 m²'; 'Área privada376 m²'; 'Valor arriendo$10.000.000'; 'Valor administración$1.400.000'; 'Parqueaderos3'; '3Habitaciones'; '4Baños';" '6Estrato']"""
615;153;6.253.521;-7.559.244;11049-M3014413;23/08/2021;Casa;El Velodromo;Arriendo;$ 1.600.000; 'AntigüedadMás de 20 años'; 'Área construida104 m²'; 'Área privada104 m²'; 'Valor arriendo$1.600.000';;; '3Habitaciones'; '2Baños';" '5Estrato']"""
616;153;624.764;-7.556.582;11392-A4005;22/09/2021;Casa;Estadio;Arriendo;$ 2.300.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida160 m²'; 'Área privada160 m²'; 'Valor arriendo$2.300.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños'; '5Estrato'
617;154;62.170.587;-7.561.025;3267-10275;23/08/2021;Casa;y Arriendo, Belén Loma de los Bernal;Venta y Arriendo;$ 298.700.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida80 m²'; 'Área privada80 m²'; 'Valor arriendo$1.600.000'; 'Valor administración$190.800';; '3Habitaciones'; '3Baños';" '4Estrato']"""
618;154;6.199.312;-7.557.498;687-M2606290;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 730.000.000; 'AntigüedadMás de 20 años'; 'Área construida167 m²'; 'Área privada167 m²'; 'Valor arriendo$3.400.000'; 'Valor administración$420.000'; 'Parqueaderos3'; '4Habitaciones'; '4Baños';" '6Estrato']"""
619;154;62.126.737;-7.557.027;2895-1787801;24/07/2021;Casa;VILLA CARLOTA;Arriendo;$ 5.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$5.800.000';;; '4Habitaciones'; '2Baños';" '5Estrato']"""
620;154;625.071;-7.559.442;11166-M3058762;22/09/2021;Casa;Velodromo;Arriendo;$ 3.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida123 m²'; 'Área privada123 m²'; 'Valor arriendo$3.000.000';; 'Parqueaderos1'; '4Habitaciones'; '3Baños'; '4Estrato'
621;155;6.194.747;-7.557.847;687-M2817938;19/06/2021;Casa;EL POBLADO;Arriendo;$ 22.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida1500 m²'; 'Área privada1500 m²'; 'Valor arriendo$22.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
622;155;6.201.524;-75.572.174;687-1482298;23/08/2021;Casa;EL POBLADO;Arriendo;$ 10.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida550 m²'; 'Área privada550 m²'; 'Valor arriendo$10.500.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
623;155;6.257.214;.;12257-M3001005;24/07/2021;Casa;Villa Hermosa;Arriendo;$ 1.100.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida80 m²'; 'Área privada80 m²'; 'Valor arriendo$1.100.000';; 'Parqueaderos1'; '3Habitaciones'; '1Baños';" '3Estrato']"""
624;155;6.204.956;-7.555.698;2895-1630730;22/09/2021;Casa;EL TESORO;Arriendo;$ 5.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida315 m²'; 'Área privada315 m²'; 'Valor arriendo$5.500.000';; 'Parqueaderos3'; '3Habitaciones'; '4Baños'; '6Estrato'
625;156;62.567.577;-7.559.869;839-M2717604;23/08/2021;Casa;y Arriendo, LA FLORESTA;Venta y Arriendo;$ 2.800.000.000; 'AntigüedadMás de 20 años'; 'Área construida700 m²'; 'Área privada653 m²'; 'Valor arriendo$14.000.000'; 'Valor administración$100.000'; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '5Estrato']"""
626;156;6.198.764;-7.555.966;687-M2906003;19/06/2021;Casa;EL POBLADO;Arriendo;$ 5.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$5.000.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
627;156;62.627.964;-7.559.321;2264-38309;24/07/2021;Casa;LOS COLORES;Arriendo;$ 6.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$6.500.000';;; '4Habitaciones'; '4Baños';" '4Estrato']"""
628;156;62.291.417;-75.600.945;2511-M3048526;22/09/2021;Casa;Belen;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida100 m²'; 'Área privada100 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '1Habitaciones'; '2Baños'; '5Estrato'
629;157;6.199.312;-7.557.498;687-M2606290;23/08/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 730.000.000; 'AntigüedadMás de 20 años'; 'Área construida167 m²'; 'Área privada167 m²'; 'Valor arriendo$3.400.000'; 'Valor administración$420.000'; 'Parqueaderos3'; '4Habitaciones'; '4Baños';" '6Estrato']"""
630;157;62.096.086;-7.555.798;687-M2696744;19/06/2021;Casa;y Arriendo, El Poblado;Venta y Arriendo;$ 2.500.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida680 m²'; 'Área privada680 m²'; 'Valor arriendo$9.000.000'; 'Valor administración$810.000'; 'Parqueaderos4'; '3Habitaciones'; '5Baños';" '6Estrato']"""
631;157;619.812;-75.558.014;11431-1299;24/07/2021;Casa;Poblado;Arriendo;$ 8.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida380 m²'; 'Área privada450 m²'; 'Valor arriendo$8.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
632;157;6.160.778;-7.557.513;2364-C14718;22/09/2021;Casa;Lomas Del Escobero;Arriendo;$ 4.300.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida210 m²'; 'Área privada210 m²'; 'Valor arriendo$4.300.000';; 'Parqueaderos3'; '3Habitaciones'; '4Baños'; '6Estrato'
633;158;62.241.936;-7.556.638;687-M2242340;24/07/2021;Casa;y Arriendo, Poblado;Venta y Arriendo;$ 390.000.000; 'AntigüedadMás de 20 años'; 'Área construida105 m²'; 'Área privada105 m²'; 'Valor arriendo$2.150.000'; 'Valor administración$440.000'; 'Parqueaderos2'; '3Habitaciones'; '3Baños';" '6Estrato']"""
634;158;61.999.574;-75.556.274;11671-M2760190;19/06/2021;Casa;EL POBLADO;Arriendo;$ 8.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$8.000.000';; 'Parqueaderos4'; '5Habitaciones'; '5Baños';" '6Estrato']"""
635;158;62.395.797;-75.607.254;2511-1191;23/08/2021;Casa;La Castellana;Arriendo;$ 1.800.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida107 m²'; 'Área privada107 m²'; 'Valor arriendo$1.800.000';;; '3Habitaciones'; '2Baños';" '5Estrato']"""
636;158;6.198.216;-7.555.604;10842-M2799423;22/09/2021;Casa;EL POBLADO EL TESORO;Arriendo;$ 7.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida380 m²'; 'Área privada380 m²'; 'Valor arriendo$7.000.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños'; '6Estrato'
637;159;6.202.012;;5606-1903;19/06/2021;Casa;Cola Del Zorro;Arriendo;$ 8.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$8.000.000';; 'Parqueaderos4'; '4Habitaciones'; '4Baños';" '6Estrato']"""
638;159;6.179.414;-7.556.122;MC2611542;23/08/2021;Casa;EL POBLADO SAN LUCAS - Suroriente;Arriendo;$ 5.700.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida250 m²'; 'Área privada250 m²'; 'Valor arriendo$5.700.000';; 'Parqueaderos2'; '3Habitaciones'; '5Baños';" '6Estrato']"""
639;159;6.262.714;-7.559.288;2364-D13768;24/07/2021;Casa;Estadio;Arriendo;$ 2.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida100 m²'; 'Área privada100 m²'; 'Valor arriendo$2.000.000';;; '1Habitaciones'; '3Baños';" '7Estrato']"""
640;159;62.099.347;-7.557.609;687-M2724683;22/09/2021;Casa;PATIO BONITO;Arriendo;$ 9.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida550 m²'; 'Área privada550 m²'; 'Valor arriendo$9.500.000';; 'Parqueaderos4'; '5Habitaciones'; '3Baños'; '6Estrato'
641;160;6.241.212;-7.560.954;2511-1090;19/06/2021;Casa;ALMERIAS;Arriendo;$ 3.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$3.500.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '5Estrato']"""
642;160;61.975.393;-755.684;687-M1358837;24/07/2021;Casa;EL POBLADO;Arriendo;$ 3.700.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida340 m²'; 'Área privada340 m²'; 'Valor arriendo$3.700.000';; 'Parqueaderos3'; '4Habitaciones'; '4Baños';" '6Estrato']"""
643;160;6.209.485;-7.555.479;687-M2581198;23/08/2021;Casa;EL POBLADO;Arriendo;$ 4.700.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida242 m²'; 'Área privada242 m²'; 'Valor arriendo$4.700.000';; 'Parqueaderos4'; '4Habitaciones'; '5Baños';" '6Estrato']"""
644;160;6.236.434;-7.559.806;12116-M3071959;22/09/2021;Casa;BELEN;Arriendo;$ 1.800.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida100 m²'; 'Área privada100 m²'; 'Valor arriendo$1.800.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños'; '4Estrato'
645;161;623.988;-7.558.698;849-3338209;23/08/2021;Casa;Laureles;Arriendo;$ 1.680.000; 'AntigüedadMás de 20 años'; 'Área construida40 m²'; 'Área privada40 m²'; 'Valor arriendo$1.680.000';; 'Parqueaderos2'; '1Habitaciones'; '1Baños';" '5Estrato']"""
646;161;6.239.436;-75.605.736;2511-1011;19/06/2021;Casa;LAURELES;Arriendo;$ 6.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida260 m²'; 'Área privada260 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos2'; '5Habitaciones'; '5Baños';" '5Estrato']"""
647;161;61.949.854;-75.575.905;3221-8800;24/07/2021;Casa;Aguacatala;Arriendo;$ 20.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida1500 m²'; 'Área privada1500 m²'; 'Valor arriendo$20.000.000';;; '5Habitaciones'; '5Baños';" '6Estrato']"""
648;161;6.201.648;-7.555.504;11049-M3059138;22/09/2021;Casa;La Calera;Arriendo;$ 9.000.000; 'AntigüedadEntre 0 y 5 años'; 'Área construida320 m²'; 'Área privada320 m²'; 'Valor arriendo$9.000.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños'; '6Estrato'
649;162;62.169.538;;10842-M2747791;23/08/2021;Casa;EL POBLADO CASTROPOL;Arriendo;$ 3.400.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida145 m²'; 'Área privada145 m²'; 'Valor arriendo$3.400.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
650;162;6.244.576;-755.912;2264-38036;24/07/2021;Casa;LAURELES;Arriendo;$ 10.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida430 m²'; 'Área privada280 m²'; 'Valor arriendo$10.500.000';;" '0Parqueaderos']"""; '1Habitaciones'; '5Baños';
651;162;62.123.566;-7.557.022;2895-M2122984;19/06/2021;Casa;EL POBLADO;Arriendo;$ 4.600.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida350 m²'; 'Área privada350 m²'; 'Valor arriendo$4.600.000';;; '3Habitaciones'; '3Baños';" '6Estrato']"""
652;162;62.012.568;;10842-M2612395;22/09/2021;Casa;y Arriendo, EL POBLADO LA CALERA;Venta y Arriendo;$ 1.400.000.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida280 m²'; 'Área privada280 m²'; 'Valor arriendo$6.000.000';; 'Parqueaderos2'; '2Habitaciones'; '3Baños'; '6Estrato'
653;163;6.230.072;;687-M2521890;23/08/2021;Casa;EL POBLADO;Arriendo;$ 4.200.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida210 m²'; 'Área privada210 m²'; 'Valor arriendo$4.200.000';; 'Parqueaderos2'; '3Habitaciones'; '4Baños';" '6Estrato']"""
654;163;6.227.629;-7.555.365;4673-33900;19/06/2021;Casa;CataluÃ¿a;Arriendo;$ 1.200.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida90 m²'; 'Área privada90 m²'; 'Valor arriendo$1.200.000';;; '4Habitaciones'; '3Baños';" '3Estrato']"""
655;163;623.143;-755.995;11015-M2847657;24/07/2021;Casa;Belen;Arriendo;$ 2.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida148 m²'; 'Área privada148 m²'; 'Valor arriendo$2.500.000';;; '3Habitaciones'; '3Baños';" '4Estrato']"""
656;163;6.233.396;-75.594.925;12675-3622266;22/09/2021;Casa;Belen;Arriendo;$ 3.000.000; 'AntigüedadMás de 20 años'; 'Área construida230 m²'; 'Área privada230 m²'; 'Valor arriendo$3.000.000';; 'Parqueaderos1'; '5Habitaciones'; '2Baños'; '4Estrato'
657;164;62.417.674;-75.597.755;82-M2315074;24/07/2021;Casa;LAURELES;Arriendo;$ 7.500.000; 'AntigüedadEntre 10 y 20 años'; 'Área construida370 m²'; 'Área privada370 m²'; 'Valor arriendo$7.500.000';; 'Parqueaderos3'; '5Habitaciones'; '3Baños';" '5Estrato']"""
658;164;6.249.423;-756.141;2895-M2382868;23/08/2021;Casa;SANTA MONICA;Arriendo;$ 1.400.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida75 m²'; 'Área privada75 m²'; 'Valor arriendo$1.400.000';; 'Parqueaderos1'; '3Habitaciones'; '2Baños';" '4Estrato']"""
659;164;62.521.567;;525-3777917;19/06/2021;Casa;Laureles;Arriendo;$ 2.300.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida180 m²'; 'Área privada180 m²'; 'Valor arriendo$2.300.000';; 'Parqueaderos1'; '5Habitaciones'; '3Baños';" '4Estrato']"""
660;164;621.313;-7.557.433;11397-M2846793;22/09/2021;Casa;Manila;Arriendo;$ 9.000.000; 'AntigüedadEntre 5 y 10 años'; 'Área construida200 m²'; 'Área privada200 m²'; 'Valor arriendo$9.000.000';;; '5Habitaciones'; '5Baños'; '4Estrato'
661;165;6.208.503;;687-M2387677;19/06/2021;Casa;y Arriendo, EL POBLADO;Venta y Arriendo;$ 1.350.000.000; 'AntigüedadMás de 20 años'; 'Área construida320 m²'; 'Área privada320 m²'; 'Valor arriendo$7.200.000'; 'Valor administración$700.000'; 'Parqueaderos2'; '4Habitaciones'; '5Baños';" '6Estrato']"""
